source,target,weight
Louis Kahan,Patrick White,1
Louis Nowra,Dave Riley,1
Louisa Anne Meredith,Louisa Meredith,1
Lyn Brown,C. S. Lewis,1
Lyn Brown,Carol Martin,1
Lyn Brown,Marjorie Barnard,1
Lyn Brown,Nevill Coghill,1
Lyndall Ryan,Don W.A. Baker,1
Lyndall Ryan,Dymphna Clark,1
Lyndall Ryan,Manning Clark,1
Lyndall Ryan,Tasmanian Aborigines,1
Lyndall Ryan,Warren Osmond,1
Lyndel V Lyndel Vivien Prott,Lyndel Vivien Prott,1
Lyndel V Lyndel Vivien Prott,Patrick O'Keefe,1
Lynette Therese Day,Mrs Day,1
M A Michael Alexander Smith,Mike Smith,1
M R Maxwell Ralph Jacobs,C.E. Lane Poole,1
M R Maxwell Ralph Jacobs,H.C. Foster,1
M R Maxwell Ralph Jacobs,R.N. Robertson,1
M R Maxwell Ralph Jacobs,W.F. Blakely,1
Maie Casey,Alix Hasluck,1
Maie Casey,Angela Limerick,1
Maie Casey,Anthea Hastings,1
Maie Casey,Charles Ryan,1
Maie Casey,Clement Semmler,1
Maie Casey,Cynthia Nolan,1
Maie Casey,David Scott,1
Maie Casey,Donn Casey,1
Maie Casey,Elizabeth Hudson,1
Maie Casey,Elizabeth Salter,1
Maie Casey,Ellis Rowan,1
Maie Casey,Frank Logan,1
Maie Casey,John Cotton,1
Maie Casey,John Oldham,1
Maie Casey,Katharine Hepburn,1
Maie Casey,Kazu Aso,1
Maie Casey,Louise Walker,1
Maie Casey,Maie Casey,1
Maie Casey,Marthe Bibesco,1
Maie Casey,Natasha Johnston,1
Maie Casey,Pantip Chumbhot,1
Maie Casey,Patrick White,1
Maie Casey,Peter Masefield,1
Maie Casey,Rosemary Dobson,1
Maie Casey,Theodotus John Sumner,1
Malcolm Booker,Charge d'Affaires,1
Malcolm Booker,Roxana Booker,1
Manning Clark,Barbara Penny,1
Manning Clark,Bruce Grant,1
Manning Clark,Charles Manning Hope,1
Manning Clark,Don Baker,1
Manning Clark,G.P. Shaw,1
Manning Clark,Geoffrey Dutton,1
Manning Clark,Geoffrey Fairbairn,1
Manning Clark,Helen Garner,1
Manning Clark,Humphrey McQueen,1
Manning Clark,James McAuley,1
Manning Clark,John La Nauze,1
Manning Clark,John Ritchie,1
Manning Clark,Judah Waten,1
Manning Clark,Kathleen Fitzpatrick,1
Manning Clark,Keith Hancock,1
Manning Clark,Ken Inglis,1
Manning Clark,Lyndall Ryan,1
Manning Clark,Pat Dobrez,1
Manning Clark,Patrick White,1
Manning Clark,R.M. Crawford,1
Manning Clark,Russel Ward,1
Manning Clark,Suzanne Welborn,1
Manwel NicholasBorg,M. Nicholas-Borg,1
Manwel NicholasBorg,Manwel Nicholas-Borg,1
Marceine Sweetser,Brian Vrepont,1
Marceine Sweetser,Clem Christesen,1
Marceine Sweetser,Flexmore Hudson,1
Marceine Sweetser,James Picot,1
Marceine Sweetser,John Donne,1
Marceine Sweetser,John Webster,1
Marceine Sweetser,Marceine Ia Dickfos,1
Marceine Sweetser,Marceine la Dickfos,1
Marceine Sweetser,Mary Stuart,1
Marceine Sweetser,Max Harris,1
Marceine Sweetser,Peter Miles,1
Marceine Sweetser,Queen Elizabeth,1
Marceine Sweetser,Rex Ingamels,1
Marceine Sweetser,Robert Hillyer,1
Marceine Sweetser,Thomas Shapcott,1
Marceine Sweetser,Tom Dimes,1
Marceine Sweetser,Wesley Sweetser,1
Marcel Aurousseau,Arthur Wheen,1
Marcel Aurousseau,Edgeworth David,1
Marcel Aurousseau,Frank Sargeson,1
Marcel Aurousseau,James Cook,1
Marcel Aurousseau,John Garran,1
Marcel Aurousseau,John Somerville,1
Marcel Aurousseau,Keith Hancock,1
Marcel Aurousseau,Lucien Henry,1
Marcel Aurousseau,Ludwig Leichhardt,1
Marcel Aurousseau,Patrick White,1
Marcel Aurousseau,Ralph Middenway,1
Marcel Aurousseau,T. Griffith,1
Marcel Aurousseau,W.G. Woolnough,1
Marcie Muir,Aeneas James Gunn,1
Marcie Muir,Charlotte Barton,1
Marcie Muir,Doris Chadwick,1
Marcie Muir,Dr Rory Muir,1
Marcie Muir,Harry Muir,1
Marcie Muir,Kathleen Marcelle,1
Marcie Muir,Katie Langloh Parker,1
Marcie Muir,Kerry White,1
Marcie Muir,Margaret Horder,1
Marcie Muir,May Gibbs,1
Marcie Muir,Redmond Barry Award,1
Marcie Muir,Sheila Hawkins,1
Marcie Muir,Sydney Cove,1
Marcie Muir,Volumes 1 and 2,1
Margaret Barbalet,MS Acc03.245,1
Margaret Barbalet,MS Acc05.074,1
Margaret Barbalet,Margaret Evelyn Barbalet,1
Margaret C Margaret Clare Sharpe,Margaret Sharpe,1
Margaret Marian Margaret Clarke,A.H. Spencer,1
Margaret Marian Margaret Clarke,Helen Shaw,1
Margaret Marian Margaret Clarke,Marcus Clarke,1
Margaret Marian Margaret Clarke,Margaret Clarke,1
Margaret Marian Margaret Clarke,Marian Margaret Clarke,1
Margaret Reynolds,Centenary Medal,1
Margaret Reynolds,Electoral Lobby,1
Margaret Reynolds,Frank Brennan,1
Margaret Reynolds,Kennedy Graham,1
Margaret Reynolds,Lois O'Donoghue,1
Margaret Reynolds,Noel Pearson,1
Margaret Reynolds,Pat Dodson,1
Margaret Tucker,Jean Hughes,1
Margaret Tucker,Margaret Tucker,1
Marian Eldridge,Anne Elder,1
Marian Eldridge,Brian Stockfeld,1
Marian Eldridge,Catherine Eldridge,1
Marian Eldridge,David Stockfield,1
Marian Eldridge,Edith Conley,1
Marian Eldridge,Geoffrey Dutton,1
Marian Eldridge,Gwen Harwood,1
Marian Eldridge,Gwen Stockfeld,1
Marian Eldridge,Ian R. Mathews,1
Marian Eldridge,Irene Summy,1
Marian Eldridge,Joan Mas,1
Marian Eldridge,John Barnes,1
Marian Eldridge,Judith Wright,1
Marian Eldridge,MS Acc03.119,1
Marian Eldridge,Myra Roper,1
Marian Eldridge,Vance Palmer,1
Marie Louise Uhr,Elaine Lindsay,1
Marie Louise Uhr,Elaine Wainwright,1
Marie Louise Uhr,Elfriede Harth,1
Marie Louise Uhr,Marie Louise Uhr,1
Marion Halligan,Barbara Kerr Wilson,1
Marion Halligan,Brenda Niall,1
Marion Halligan,Curtis Brown,1
Marion Halligan,David Brookes,1
Marion Halligan,Douglas Muecke,1
Marion Halligan,Drusilla Modjeska,1
Marion Halligan,Geoffrey Dutton,1
Marion Halligan,Judith Brett,1
Marion Halligan,Manning Clark,1
Marion Halligan,Marion Halligan,1
Marion Halligan,Marion Mildred Halligan,1
Marion Halligan,Mem Fox,1
Marion Halligan,Michael Symons,1
Marion Halligan,Nancy Sawer,1
Marion Halligan,Nicholas Jose,1
Marion Halligan,Ric Throssell,1
Marion Halligan,Robert Dessaix,1
Marion Halligan,Roseanne Fitzgibbons,1
Marion Halligan,Stephen Knight,1
Marion Halligan,Susan Hawthorne,1
Marjorie Pizer,Inez Hyland,1
Marjorie Pizer,Lesbia Harford,1
Marjorie Pizer,Muir Holburn,1
Marjorie Seymour Wells,Louise Marie,1
Marjorie Seymour Wells,Miss Wells,1
Mark McKenna,Jan Nicholas,1
Mark McKenna,Kate Grenville,1
Mark McKenna,Manning Clark,1
Marnie Bassett,Lady Flora Marjorie Bassett,1
Marnie Bassett,nee Masson,1
Marnie Bassett,née Masson,1
Martin Boyd,Alan Shadwick,1
Martin Boyd,Barbara Baynton,1
Martin Boyd,Blackbirds Sing,1
Martin Boyd,Born Lucerne,1
Martin Boyd,Brenda Niall,3
Martin Boyd,C. Wallace Crabbe,1
Martin Boyd,Daryl Lindsay,1
Martin Boyd,Frank Mann,1
Martin Boyd,Leonie Kramer,1
Martin Boyd,Luciano Trombini,1
Martin Boyd,Lucinda Brayford,1
Martin Boyd,Martin Miles,1
Martin Boyd,Martin a'Beckett,1
Martin Boyd,Mim Pollack,1
Martin Boyd,Penleigh Boyd,1
Martin Boyd,T. O'Neill,1
Martin Boyd,Terry O'Neill,1
Martin Boyd,Waler a'Beckett,1
Mary Dame Gilmore,Air Programs,1
Mary Dame Gilmore,Alec Chisholm,1
Mary Dame Gilmore,Alec Chisholms,1
Mary Dame Gilmore,Brisbane Writers Guild,1
Mary Dame Gilmore,Clem Christeson,1
Mary Dame Gilmore,Donald Cameron,4
Mary Dame Gilmore,Enid Morton,1
Mary Dame Gilmore,Helen Cameron Roberts,1
Mary Dame Gilmore,Henry Lawson,1
Mary Dame Gilmore,Hilda Brotherton,1
Mary Dame Gilmore,Joan Hendry,1
Mary Dame Gilmore,John Hargrave,1
Mary Dame Gilmore,Karol Boyar,1
Mary Dame Gilmore,Kathleen Murchie,1
Mary Dame Gilmore,Larry Chaplin,1
Mary Dame Gilmore,Librarian Mitchell Library,1
Mary Dame Gilmore,Mary Ann,4
Mary Dame Gilmore,Mary Gilmore,9
Mary Dame Gilmore,Mary Gilmore Awards,1
Mary Dame Gilmore,Mary Gilmore DBE,1
Mary Dame Gilmore,Mary Jean Gilmore,1
Mary Dame Gilmore,Mary Vale,5
Mary Dame Gilmore,Mitchell Library,1
Mary Dame Gilmore,Mrs Gollan Lewis,1
Mary Dame Gilmore,Private E. Glattauer,1
Mary Dame Gilmore,Raynor Holl,1
Mary Dame Gilmore,Rose Webster,1
Mary Dame Gilmore,Sybil Thorndike,1
Mary Dame Gilmore,Walter J. Hucker,1
Mary Dame Gilmore,William Farmer Whyte,1
Mary Dame Gilmore,William Lane,1
Mary Dame Gilmore,née Cameron,1
Mary E Mary Eliza Fullerton,George Mack,1
Mary E Mary Eliza Fullerton,Mary E. Fullerton,1
Mary E Mary Eliza Fullerton,Mary Eliza Fullerton,1
Mary E Mary Eliza Fullerton,Mary Fullerton,1
Mary E Mary Eliza Fullerton,Miles Franklin,1
Mary E Mary Eliza Fullerton,W.Y. Fullerton,1
Maslyn Williams,Caroline Jones,1
Maslyn Williams,Christina Stead Award,1
Maslyn Williams,Curtis Brown,1
Maslyn Williams,Damien Parer,1
Maslyn Williams,Damien Peter Parer,1
Maslyn Williams,Ed Campion,1
Maslyn Williams,Frank Hurley,1
Maslyn Williams,Harry Maude,1
Maslyn Williams,Hiroshi Kibori,1
Maslyn Williams,Irene Stevens,1
Maslyn Williams,Joan Long,1
Maslyn Williams,Maslyn Williams',1
Maslyn Williams,Ned Mosby,1
Maslyn Williams,Paul Glynn,1
Maslyn Williams,Robert Foster,1
Maslyn Williams,Robert Ronald Maslyn,2
Maslyn Williams,Ron Maslyn,2
Maslyn Williams,Ron Maslyn Williams,1
Maslyn Williams,Ruth Alexander,2
Maslyn Williams,Ruth D. Alexander,1
Maslyn Williams,Thomas Cude,1
Maureen Chan,Eden Monaro,1
Maureen Chan,Ian Sinclair,1
Maureen Chan,Malcolm Cram,1
Maureen Chan,Murray Sainsbury,1
Maurice Wills,Maurice Edward Wills,1
Mavis Thorpe Clark,Catherine Hennessy,1
Mavis Thorpe Clark,Chris Tangey,1
Mavis Thorpe Clark,Cole Turnley,1
Mavis Thorpe Clark,Derek Smith,1
Mavis Thorpe Clark,Donald Bradman,1
Mavis Thorpe Clark,Douglas Nicholls,1
Mavis Thorpe Clark,E.W. Cole,1
Mavis Thorpe Clark,Edward Vidler,1
Mavis Thorpe Clark,George Robinson,1
Mavis Thorpe Clark,Jackie McDonald,1
Mavis Thorpe Clark,Pastor Doug,1
Mavis Thorpe Clark,W. Heinemann,1
Mavis Thorpe Clark,Zola Kay,1
Max Lamshed,C.P. Mountford,1
Max Lamshed,J.C. Irwin,1
Max Lamshed,P.J. Kearns,1
Max Watts,David Cortright,1
Max Watts,Harald Kater,1
Max Watts,Jenny Dennis,1
Max Watts,von der,1
Max Williams,Eric Mackenzie,1
Max Williams,Gaol Williams,1
Max Williams,Jack Murray,1
Max Williams,Joyellen Williams,1
Max Williams,Robert Adamson,1
Max Williams,Robin Thurston,1
Max Williams,Rodney Hall,1
Maxwell Newton,Charles Court,1
Maxwell Newton,Elizabeth Currier,1
Maxwell Newton,Frank Devine,1
Maxwell Newton,G. Jurkowich,1
Maxwell Newton,Graham Dyer,1
Maxwell Newton,Greg Copley,1
Maxwell Newton,H.W. Arndt,1
Maxwell Newton,J.V. Deaver,1
Maxwell Newton,James Blanchard,1
Maxwell Newton,Larry Henry,1
Maxwell Newton,Malcolm Forbes,1
Maxwell Newton,Mark Levit,1
Maxwell Newton,Milton Friedman,1
Maxwell Newton,Ned Chase,1
Maxwell Newton,Paul Weaver,1
Maxwell Newton,Scott Ivey,1
Medical Society of Victoria,Ann Tovell,1
Medical Society of Victoria,Bryan Gandevia,1
Melva Thomas,M.G. Vincent,2
Melva Thomas,Mrs Thomas,2
Melva Thomas,Reg Vincent,2
Mem Fox,Andrea Goldsmith,1
Mem Fox,Barbara Wels,1
Mem Fox,Caroline Lurie,1
Mem Fox,Centenary Medal,1
Mem Fox,Craig Smith,1
Mem Fox,Gordon McDonald Partridge,1
Mem Fox,Jan Delacourt,1
Mem Fox,Julie Vivas,1
Mem Fox,Kilmeny Niland,1
Mem Fox,Lorraine Ellis,1
Mem Fox,Mem Fox,1
Mem Fox,Morris Gleitzman,1
Mem Fox,Nicholas Wilton,1
Mem Fox,Pamela Lofts,1
Mem Fox,Patricia Mullins,1
Mem Fox,Paul Jennings,1
Mem Fox,Terry Denton,1
Mem Fox,Tim Winton,1
Mem Fox,Vivienne Goodman,1
Meredith Edwards,Cecily Burton,1
Meredith Edwards,MS Acc04.115,1
Meredith Edwards,Meredith Edwards',1
Mervyn Neville Austin,John Wollaston,1
Mervyn Neville Austin,Lloyd Austin,1
Mervyn Neville Austin,Manning Clark,1
Mervyn Neville Austin,Mervyn Austin,1
Mervyn Neville Austin,Neville Austin,1
Michael Denborough,David Marr,1
Michael Denborough,Michael Antony Denborough,1
Michael Denborough,Patrick White,1
Michael Dransfield,Alexander Craig,1
Michael Dransfield,Charles Buckmaster,1
Michael Dransfield,John Tranter,1
Michael Dransfield,Michael Dransfield,1
Michael Dransfield,Mirka Mora,1
Michael Dransfield,Paula Keogh,1
Michael Dransfield,Peter Kocan,1
Michael Dransfield,Richard Hopkinson,1
Michael Dransfield,Robert Adamson,1
Michael Dransfield,Rodney Hall,1
Michael Dransfield,Rolf Hennequel,1
Michael Dransfield,Thomas Shapcott,1
Michael McKernan,Michael McKernan,1
Michael Noonan,Ann Moloney,1
Michael Noonan,Catherine Ingall,1
Michael Noonan,Harry Rosengrave,1
Michael Noonan,Harvey Unna,1
Michael Noonan,Kurt Hellmer,1
Michael Noonan,Ted Willis,1
Michael S Parer,Archbishop Ronald Knox,1
Michael S Parer,David Pope,1
Michael S Parer,Roger Pryke,1
Michael S Parer,Samuel Angus,1
Michael S Parer,Tony Peterson,1
Michael S Parer,Val Noon,1
Michael Terry,County Durham,1
Miles Franklin,Bin Bin,1
Miles Franklin,Dymphna Cusack,1
Miles Franklin,Joseph Furphy,1
Miles Franklin,Kate Baker,1
Miles Franklin,Stella Maria Sarah Miles Franklin,2
Miriam Dixson,Anne Summers,1
Miriam Dixson,Barry Jones,1
Miriam Dixson,Jim Walter,1
Miriam Dixson,Joan Jacobs Brumberg,1
Miriam Dixson,John Hooker,1
Miriam Dixson,Joyce Berkman,1
Miriam Dixson,Manning Clark,1
Miriam Dixson,Margaret Mead,1
Miriam Dixson,Peter Carey,1
Miriam Dixson,Stuart McIntyre,1
Miriam Hyde,Charles Groves,1
Miriam Hyde,David Galliver,1
Miriam Hyde,David Lockett,1
Miriam Hyde,Derek Jones,1
Miriam Hyde,Edgar Bainton,1
Miriam Hyde,Geoffrey Allen,1
Miriam Hyde,Gordon Jacob,1
Miriam Hyde,John Carmichael,1
Miriam Hyde,Joseph Rezits,1
Miriam Hyde,Kendall Taylor,1
Miriam Hyde,Marcus Edwards,1
Miriam Hyde,Mary Mageau,1
Miriam Hyde,Max Keogh,1
Miriam Hyde,Miraiam Hyde,1
Miriam Hyde,Miriam Beatrice Hyde,1
Miriam Hyde,Peter Sculthorpe,1
Miriam Hyde,Rex Hobcroft,1
Miriam Hyde,Ruth Gipps,1
Miriam Hyde,Selma Epstein,1
Miriam Hyde,Victor Sangiorgio,1
Molly Bondan,Mahomet Bondan,1
Molly Bondan,Mary (Molly) Warner,1
Molly Bondan,Molly Bondan,1
Monica Clare,Jack Horner,1
Monica Clare,Jean Horner,1
Monica Clare,Mona Brand,1
Montague Grover,Harry Ehret Grover,1
Montague Grover,Harry Grover,1
Montague Grover,Michael Cannon,1
Montague Grover,Montague Grover,1
Morris West,G. Emmett,1
Morris West,Tony Glynn,1
Mudrooroo,Quartet Books,1
Murray Bail,Anita Brookner,1
Murray Bail,Bettina Arndt,1
Murray Bail,David Foster,1
Murray Bail,David Ireland,1
Murray Bail,Frank Moorhouse,1
Murray Bail,Geoffrey Dutton,1
Murray Bail,Hilary McPhee,1
Murray Bail,Ian Fairweather,1
Murray Bail,John Button,1
Murray Bail,Les Murray,1
Murray Bail,Michael Hulse,1
Murray Bail,Miles Franklin Award,1
Murray Bail,Murray Bail,1
Murray Bail,NLA MS 6645,1
Murray Bail,Nicholas Jose,1
Murray Bail,Pierre Ryckmans,1
Murray Bail,Roger McDonald,1
Murray Walker,Frank Bartley,1
Murray Walker,W.F. Riddiford,1
Myra Roper,C.P. FitzGerald,1
Myra Roper,Myra Ellen Roper,1
Myra Roper,Myra Roper,1
Myra Roper,Pu Jie,1
Myrtle Rose White,Albert Smith,1
Myrtle Rose White,Mary Gilmore,1
Myrtle Rose White,Miles Franklin,1
Myrtle Rose White,Mrs Doris Chambers,1
Myrtle Rose White,Mrytle Rose White,1
N D Nigel Denis Oram,MS Acc11.124,1
N D Nigel Denis Oram,Nigel Oram,1
N D Nigel Denis Oram,Port Moresby,1
N D Nigel Denis Oram,Reginald Arthur Vivian,1
N K Neville Kingsley Meaney,Yasumasa Tanaka,1
Nadia Wheatley,Barbara Jefferis,1
Nadia Wheatley,Barbara Mobbs,1
Nadia Wheatley,Belle Alderman,1
Nadia Wheatley,Donna Rawlins,1
Nadia Wheatley,Edel Wignell,1
Nadia Wheatley,George Johnston,1
Nadia Wheatley,Julie Lewis,1
Nadia Wheatley,Katherine Scholes,1
Nadia Wheatley,Ken Searle,1
Nadia Wheatley,Margaret Aitken,1
Nadia Wheatley,Martin Johnston,1
Nadia Wheatley,Theatre South,1
Nadia Wheatley,Toss Gascoigne,1
Nancy Cato,Andrew Hay,1
Nancy Cato,C. B. Christesen,1
Nancy Cato,Daniel Matthews,1
Nancy Cato,Dorothy Green,1
Nancy Cato,Douglas Stewart,1
Nancy Cato,Dymphna Cusack,1
Nancy Cato,Flexmore Hudson,1
Nancy Cato,Florence James,1
Nancy Cato,Gwen Harwood,1
Nancy Cato,Gwen Harwood and,1
Nancy Cato,Ian Mudie,1
Nancy Cato,John Bray,1
Nancy Cato,Judith Wright,1
Nancy Cato,Katharine Susannah Prichard,1
Nancy Cato,Kylie Tennant,1
Nancy Cato,Mary Durack,1
Nancy Cato,Nancy Keesing,1
Nancy Cato,R.H. Morrison,1
Nancy Cato,Roland Robinson,1
Nancy Cato,William Gosse Hay,1
Nancy D Nancy Diane Lane,Carolyn Mateer,1
Nancy D Nancy Diane Lane,Margaret Chisholm,1
Nancy D Nancy Diane Lane,Nancy Lane,1
Nancy Flannery,David Robinson,1
Nancy Flannery,Douglas Mawson,1
Nancy Flannery,Ian Flannery,1
Nancy Flannery,Nancy Elizabeth Flannery,1
Nancy Flannery,Nancy Robinson,1
Nancy Flannery,Paquita Delprat,1
Nancy Keesing,A.M. Hertzberg,1
Nancy Keesing,David Martin,1
Nancy Keesing,Gordon Samuel Keesing,1
Nancy Keesing,Jill Hellyer,1
Nancy Keesing,Literary Competition,1
Nancy Keesing,Nancy Florence Keesing,1
Nancy Keesing,Norman Lindsay,1
Nancy Keesing,Ray Mathew,1
Nancy Keesing,Rosemary Dobson,1
Nancy Keesing,Stephen Murray-Smith,1
Neilma Gantner,Merlyn Myer,1
Neilma Gantner,Neilma Sidney,1
Neilma Sidney,Herbert M. Barker,1
Neilma Sidney,Neilma Gantner,1
Nene Gare,Bruce Beresford,1
Nene Gare,Dale Spender,1
Nene Gare,Denise Guteres,1
Nene Gare,Derek Van Abbe,1
Nene Gare,Florence James,1
Nene Gare,Frank Gare,1
Nene Gare,Geoffrey Dutton,1
Nene Gare,Joan Long,1
Nene Gare,Manuela Cannatelli,1
Nene Gare,Sue Haynes,1
Nene Gare,Sue Milliken,1
Nene Gare,Suzanne Falkiner,1
Nene Gare,Tim Curnow,1
Nene Gare,Ursula Winant,1
Netta Patricia Burns,Hugh Sockett,1
Netta Patricia Burns,Netta Burns,1
Nettie Palmer,Eileen Duggan,1
Nettie Palmer,Flora Eldershaw,1
Nettie Palmer,Henry Bournes Higgins,3
Nettie Palmer,Henry Handel Richardson,1
Nettie Palmer,Janet Gertrude,3
Nettie Palmer,Katharine Susannah Prichard,1
Nettie Palmer,Kitty Higgins,3
Nettie Palmer,Lucille Quinlan,1
Nettie Palmer,M. Barnard-Eldershaw,1
Nettie Palmer,Nettie Higgins,1
Nettie Palmer,Stephen Murray-Smith,1
Nettie Palmer,Vance Palmer,3
Neville Bonner,Neville Thomas Bonner,1
Nicholas Hasluck,Alison Greenwood,1
Nicholas Hasluck,Brian Dibble,1
Nicholas Hasluck,Bruce Bennett,1
Nicholas Hasluck,Bruce Sims,1
Nicholas Hasluck,Caroline Hobhouse,1
Nicholas Hasluck,Christopher Koch,1
Nicholas Hasluck,Clayton Joyce,1
Nicholas Hasluck,David Foster,1
Nicholas Hasluck,David Galeg,1
Nicholas Hasluck,Dinny O'Hearn,1
Nicholas Hasluck,Frances Kiernan,1
Nicholas Hasluck,Gina Pollinger,1
Nicholas Hasluck,Ian Templeman,1
Nicholas Hasluck,Judith Rodriguez,1
Nicholas Hasluck,Judy Barry,1
Nicholas Hasluck,Kay Ronai,1
Nicholas Hasluck,Literary Papers,1
Nicholas Hasluck,Lynn Allen,1
Nicholas Hasluck,Manning Clark,1
Nicholas Hasluck,Murray Pollinger,1
Nicholas Hasluck,Nicholas Hasluck,1
Nicholas Hasluck,Paul Hasluck,2
Nicholas Hasluck,Peg McColl,1
Nicholas Hasluck,Penguin Books,1
Nicholas Hasluck,Ray Coffey,1
Nicholas Hasluck,Richard Walsh,1
Nicholas Hasluck,Robert Manne,1
Nicholas Hasluck,Rod Moran,1
Nicholas Hasluck,Rosemary Sorensen,1
Nicholas Hasluck,Simon Ambrose,1
Nicholas Hasluck,Tom Shapcott,1
Nicholas Jose,Dinah Dysart,1
Nicholas Jose,George Papaellinas,1
Nicholas Jose,Ian Templeman,1
Nicholas Jose,Janet Parfenovics,1
Nicholas Jose,John McPhee,1
Nicholas Jose,Johnson Chang,1
Nicholas Jose,Kate Jones,1
Nicholas Jose,Neil Olson,1
Nicholas Jose,Paula Latos-Valier,1
Nicholas Jose,Penguin Australia,1
Nicholas Jose,Ron Radford,1
Nicholas Jose,Rosemary Creswell,1
Nicholas Jose,Yang Wen-i,1
Nicolette Stasko,Alane Rollings,1
Nicolette Stasko,Beverley Farmer,1
Nicolette Stasko,Bruce Beaver,1
Nicolette Stasko,David Brooks,1
Nicolette Stasko,John Kinsella,1
Nicolette Stasko,Lynn Hard,1
Nicolette Stasko,Veronica Brady,1
Nigel Butterley,Fr Terence Goodall,1
Nigel Butterley,Nigel Henry Cockburn Butterley,1
Nigel Wace,John Heaney,1
Nigel Wace,Nigel Morritt Wace,1
Nigel Wace,Sheikh Bagh,1
Niki Ellis,Niki Ellis,1
Ninette Dutton,Alister Kershaw,1
Ninette Dutton,Barry Humphries,1
Ninette Dutton,Bruce Chatwin,1
Ninette Dutton,David Marr,1
Ninette Dutton,Denison Deasey,1
Ninette Dutton,Elizabeth Riddell,1
Ninette Dutton,Gino Nibbi,1
Ninette Dutton,Jeffrey Smart,1
Ninette Dutton,Les Murray,1
Ninette Dutton,Manning Clark,1
Ninette Dutton,Max Harris,1
Ninette Dutton,Mirka Mora,1
Ninette Dutton,Nicholas Shakespeare,1
Ninette Dutton,Ninette Dutton,1
Ninette Dutton,Patrick White,1
Ninette Dutton,Peg Hesse,1
Ninette Dutton,Randolph Stow,1
Ninette Dutton,Richard Adlington,1
Ninette Dutton,Russell Drysdale,1
Ninette Dutton,Shirley Hazzard,1
Ninette Dutton,Sumner Locke-Elliott,1
Ninette Dutton,Tom Shapcott,1
Ninette Dutton,Walter Campbell,1
Ninette Dutton,Walter Crocker,1
Noel Counihan,Jack Noel Counihan,1
Noel Counihan,Noel Counihan,1
Noel Loos,Edward Koiko,1
Noel Loos,Greg Miller,1
Noel Loos,Judith Wright,1
Nonie Sharp,Judith Wright,1
Nonie Sharp,Nonie O. Sharp,1
Noreen Shelley,Mrs Noreen Shelley,1
Norman Bartlett,Colin Simpson,1
Norman Bartlett,Dr Bartlett,1
Norman Bartlett,Evelyn Bartlett,2
Norman Bartlett,Hammond Innes,1
Norman Bartlett,Len Barsdell,1
Norman Bartlett,Manning C. Clark,1
Norman Bartlett,Paul Hasluck,1
Norman Bartlett,Peter Coleman,1
Norman Bartlett,Rex Ingamells,1
Norman Bartlett,Waler Crocker,1
Norman Bartlett,Walter Murdoch,1
Norman Ellison,Bert Hinkler,1
Norman Ellison,Bill Bostock,1
Norman Ellison,Charles Kingsford-Smith,1
Norman Ellison,Donald Hardman,1
Norman Ellison,Fergus McMaster,1
Norman Ellison,Gordon Taylor,1
Norman Ellison,Hudson Fysh,1
Norman McCance,Jeannie Gunn,1
Norman McCance,Keith Murdoch,1
Norman McCance,Rudyard Kipling,1
Norman McCance,William Creswell,1
Norman Stockton,Norman Stockton,1
Norman Wrigley,Wagga Wagga,1
Norman Wrigley,William McKell,1
Oliver Stallybrass,Christina Stead,1
Oliver Stallybrass,Mary Kathleen,1
Os Watson,Ian Mudie,2
Oscar Mendelsohn,Clem Semmler,1
Oscar Mendelsohn,G. Hermon Gill,1
Oscar Mendelsohn,Geri Ettinger,1
Oscar Mendelsohn,Max Meldrum,1
Oscar Mendelsohn,Owen Sperling,1
Oscar Mendelsohn,Percy Leason,1
Oscar Mendelsohn,Roland Thorp,1
Oscar Mendelsohn,W.A. Osborne,1
Osmar White,Dorkin White,1
Osmar White,Mollie White,1
Osmar White,Osmar Egmont,1
Otto B Otto Berkelbach Van der Sprenkel,David J. Henry,1
